1000,1001,301,56
1000,1002,526,91
1000,1003,939,207
1000,1004,1109,272
1000,1005,884,249
1000,1006,939,275
1000,1007,1774,450
1000,1008,1748,579
1000,1009,1250,357
1000,1010,1011,300
1000,1011,703,286
1000,1012,1531,445
1000,1013,881,283
1000,1014,2869,795
1000,1015,2106,574
1000,1016,2005,516
1000,1017,2415,577
1000,1018,4631,1148
1000,1019,5190,1266
1000,1020,5348,1526
1000,1021,5673,1591
1000,1022,6209,1684
1000,1023,6849,1832
1000,1024,7638,1936
1000,1025,7153,1897
1000,1026,7868,2056
1000,1027,11359,2490
1000,1028,12333,2677
1000,1029,11120,2431
1000,1030,7835,2041
1000,1031,10508,2299
1000,1032,11036,2389
1000,1033,10461,2290
1000,1034,8797,1937
1000,1035,8937,1987
1000,1036,6363,1662
1000,1037,9069,1965
1000,1038,5615,1524
1000,1039,5805,1499
1000,1040,5865,1774
1000,1041,6280,1629
1000,1042,2893,1014
1000,1043,5789,1502
1000,1044,5351,1385
1000,1045,5884,1139
1000,1046,6251,1201
1000,1047,4911,972
1000,1048,4380,881
1000,1049,3187,722
1000,1061,4067,964
1001,1000,543,114
1001,1002,383,63
1001,1003,821,182
1001,1004,976,242
1001,1005,741,220
1001,1006,918,268
1001,1007,1631,422
1001,1008,1478,530
1001,1009,1280,360
1001,1010,1041,302
1001,1011,975,310
1001,1012,1644,452
1001,1013,834,263
1001,1014,2822,775
1001,1015,2059,554
1001,1016,2035,519
1001,1017,2445,580
1001,1018,4661,1150
1001,1019,5220,1269
1001,1020,5378,1529
1001,1021,5703,1593
1001,1022,6239,1687
1001,1023,6879,1835
1001,1024,7668,1939
1001,1025,7183,1899
1001,1026,7898,2058
1001,1027,11226,2460
1001,1028,12200,2647
1001,1029,10987,2402
1001,1030,7865,2043
1001,1031,10375,2269
1001,1032,10904,2359
1001,1033,10328,2261
1001,1034,8664,1908
1001,1035,8804,1958
1001,1036,6230,1632
1001,1037,8936,1935
1001,1038,5483,1495
1001,1039,5672,1469
1001,1040,5595,1725
1001,1041,6147,1599
1001,1042,2623,965
1001,1043,5656,1472
1001,1044,5219,1355
1001,1045,5752,1109
1001,1046,6118,1171
1001,1047,6711,1253
1001,1048,6179,1163
1001,1049,3068,697
1001,1061,4097,967
1002,1000,581,121
1002,1001,487,86
1002,1003,740,171
1002,1004,909,236
1002,1005,821,234
1002,1006,1125,302
1002,1007,1712,436
1002,1008,1685,565
1002,1009,1452,379
1002,1010,1212,321
1002,1011,1223,354
1002,1012,1987,521
1002,1013,1083,306
1002,1014,3070,819
1002,1015,2308,598
1002,1016,2207,537
1002,1017,2616,598
1002,1018,4833,1169
1002,1019,5391,1288
1002,1020,5549,1547
1002,1021,5875,1612
1002,1022,6410,1706
1002,1023,7050,1853
1002,1024,7840,1958
1002,1025,7354,1918
1002,1026,8070,2077
1002,1027,11160,2454
1002,1028,12134,2641
1002,1029,10921,2395
1002,1030,8036,2062
1002,1031,10309,2263
1002,1032,10837,2353
1002,1033,10262,2254
1002,1034,8598,1901
1002,1035,8737,1951
