1000,40.441326,-80.004679
1001,40.440877,-80.00308
1002,40.43903,-80.00186
1003,40.4372,-80.000375
1004,40.435887,-79.997102
1005,40.438761430115,-79.997436404228
1006,40.440193,-79.995084
1007,40.437643,-79.986695
1008,40.440368,-79.988636
1009,40.445844,-79.99238
1010,40.444665,-79.995798
1011,40.444777,-80.000831
1012,40.445834,-80.008882
1013,40.447166,-80.003566
1014,40.450595,-80.013204
1015,40.455090873637,-80.006346702576
1016,40.449631,-79.985893
1017,40.451742,-79.983217
1018,40.466103,-79.964628
1019,40.470212481265,-79.960663318634
1020,40.465893,-79.954417
1021,40.462769,-79.950867
1022,40.459812,-79.945548
1023,40.456505,-79.939362
1024,40.458714,-79.933483
1025,40.464443,-79.933188
1026,40.461603,-79.925624
1027,40.458972,-79.922023
1028,40.455821,-79.915248
1029,40.457415,-79.92492
1030,40.458933,-79.929123
1031,40.45628,-79.930962
1032,40.453382,-79.92731
1033,40.45177,-79.932324
1034,40.448419,-79.947401
1035,40.446704,-79.950788
1036,40.442398,-79.951479
1037,40.441032,-79.948042
1038,40.434338,-79.951877
1039,40.437987,-79.95367
1040,40.445128,-79.957102
1041,40.442325,-79.957604
1042,40.445236,-79.976911
1043,40.438876,-79.960179
1044,40.435986,-79.956942
1045,40.427899,-79.966112
1046,40.42802,-79.969799
1047,40.428576,-79.974559
1048,40.429338,-79.980684
1049,40.428661,-79.986358
1061,40.462025604284,-79.968114495277
